date,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
5/7/16 17:10,0,25.5,32.8,26.1,30.23,25.29,35.9,24.5,35.2,22.0,44.4,25.85,1.0,23.43714286,31.90428571,24.79,36.2,22.29,38.15285714,24.7,751.2833333,28.66666667,3.833333333,40.0,4.93
5/7/16 17:20,0,25.5,33.13333333,26.03333333,30.35666667,25.29,35.96666667,24.5,35.245,22.0,44.4,25.92142857,1.0,23.456,32.196,24.79,36.26428571,22.29,38.2,24.3,751.2666667000001,31.33333333,3.666666667,40.0,5.77
5/7/16 17:30,0,25.5,33.43333333,26.1,30.63333333,25.29,35.96666667,24.5,35.29,22.03333333,44.43333333,26.474,1.0,23.52857143,32.49714286,24.79,36.4,22.29,38.2,23.9,751.25,34.0,3.5,40.0,6.6
5/7/16 17:40,0,25.5,33.375,26.1,30.7,25.29,35.82666667,24.5,35.29,22.16666667,44.5,27.01,1.0,23.6,32.79,24.79,36.32428571,22.29,38.2,23.4,751.2333332999999,36.66666667,3.333333333,40.0,7.43
5/7/16 17:50,0,25.5,33.0,26.1,30.66666667,25.39,35.7,24.5,35.29,22.29,44.5,27.35,1.0,23.6,32.94142857,24.79,36.2,22.29,38.2,23.0,751.2166667,39.33333333,3.166666667,40.0,8.27
5/7/16 18:00,0,25.5,32.86,26.03333333,30.6,25.32333333,35.7,24.5,35.2,22.29,44.43333333,27.26428571,1.0,23.66,33.076,24.79,36.16857143,22.29,38.178000000000004,22.6,751.2,42.0,3.0,40.0,9.1
5/7/16 18:10,10,25.5,33.6,26.0,30.6,25.39,35.62666667,24.5,35.2,22.29,44.26,26.956,1.0,23.7,33.22571429,24.79,36.0,22.29,38.12142857,22.8,751.1666667000001,41.0,3.0,40.0,8.9
5/7/16 18:20,0,25.5,35.19333333,26.0,30.79333333,25.32333333,35.83333333,24.5,35.26,22.29,44.12666667,26.80571429,1.0,23.7,33.44,24.80428571,36.40714286,22.29,38.2,23.0,751.1333333,40.0,3.0,40.0,8.7
5/7/16 18:30,0,25.5,36.93333333,25.89,31.12333333,25.29,36.09,24.5,35.43333333,22.29,44.12666667,26.3625,1.0,23.71285714,33.73857143,24.89,37.12,22.31857143,38.25142857,23.2,751.1,39.0,3.0,40.0,8.5
5/7/16 18:40,0,25.5,40.03,25.82333333,32.39666667,25.35666667,36.09,24.5,35.5,22.35666667,44.4,26.018,1.0,23.79,33.8175,24.89,37.4,22.35,38.29,23.4,751.0666667,38.0,3.0,40.0,8.3
5/7/16 18:50,0,25.5,37.76333333,25.79,33.2,25.39,36.09,24.5,35.5,22.39,44.76666667,25.76428571,1.0,23.79,33.79,24.89,37.634,22.39,38.29,23.6,751.0333333,37.0,3.0,40.0,8.1
5/7/16 19:00,0,25.5,37.16,25.73,33.06666667,25.39,36.09,24.5,35.5,22.39,44.975,25.254,1.0,23.79,33.82142857,24.90571429,38.00857143,22.29,38.334,23.8,751.0,36.0,3.0,40.0,7.9
5/7/16 19:10,0,25.42666667,36.96666667,25.56666667,33.69666667,25.29,36.2,24.5,35.62666667,22.46333333,45.06,25.75428571,1.0,23.79,34.28,24.976,38.394,22.34714286,38.41428571,23.6,751.05,37.5,2.833333333,40.0,8.28
5/7/16 19:20,0,25.39,37.22666667,25.42666667,34.55666667,25.35666667,36.26,24.5,35.83333333,22.5,45.06,26.756,1.0,23.79,34.69285714,25.12857143,38.66857143,22.35,38.518,23.4,751.1,39.0,2.666666667,40.0,8.67
5/7/16 19:30,0,25.39,37.56,25.26,35.36666667,25.39,36.43333333,24.5,35.93333333,22.56666667,45.0,27.36714286,1.0,23.79,35.076,25.2,38.834,22.39,38.59,23.3,751.15,40.5,2.5,40.0,9.05
5/7/16 19:40,10,25.29,38.03,25.1,36.3,25.39,36.56,24.5,36.13333333,22.56666667,45.09,27.016,1.0,23.83285714,35.64,25.25142857,39.02428571,22.39,38.79,23.1,751.2,42.0,2.333333333,40.0,9.43
5/7/16 19:50,0,25.29,38.43,24.92666667,36.9,25.39,36.73,24.5,36.43333333,22.56666667,45.16333333,25.78,1.0,23.83,36.28,25.29,39.296,22.39,38.94142857,22.9,751.25,43.5,2.166666667,40.0,9.82
5/7/16 20:00,0,25.26,38.65666667,24.66666667,37.36,25.39,36.86333333,24.5,36.56,22.5,45.32666667,23.855999999999998,1.0,23.89,36.82571429,25.36142857,39.59571429,22.39,39.076,22.7,751.3,45.0,2.0,40.0,10.2
5/7/16 20:10,0,25.13333333,38.86333333,24.53333333,37.5,25.39,36.95,24.5,36.82666667,22.5,45.46666667,22.2,1.0,23.89,37.296,25.39,39.94,22.39,39.26428571,22.5,751.3,46.16666667,1.8333333330000001,40.0,10.3
5/7/16 20:20,0,25.1,38.9,24.42666667,37.76,25.39,37.09,24.5,36.96666667,22.63,52.92333333,20.84,1.0,23.93714286,37.59571429,25.39,39.95285714,22.39,39.44,22.2,751.3,47.33333333,1.6666666669999999,40.0,10.5
5/7/16 20:30,0,25.1,38.96666667,24.56666667,37.62666667,25.39,37.09,24.5,37.09,23.63,73.92333333,19.91285714,1.0,23.89,37.59,25.311999999999998,39.914,22.39,39.55625,22.0,751.3,48.5,1.5,40.0,10.6
5/7/16 20:40,0,25.1,39.03,24.63333333,37.5,25.39,37.23,24.5,37.1725,23.59666667,77.59333333,19.076,1.0,23.89,37.44,25.26428571,40.79285714,22.39,39.68428571,21.8,751.3,49.66666667,1.333333333,40.0,10.7
5/7/16 20:50,0,25.1,39.09,24.7,37.43333333,25.39,37.29,24.5,37.26,23.26333333,78.92666667,18.39571429,1.0,23.89,37.196,25.29,41.13399999999999,22.39,39.718,21.5,751.3,50.83333333,1.166666667,40.0,10.9
5/7/16 21:00,10,25.1,39.0,24.6,37.13333333,25.39,37.29,24.5,37.2,23.16666667,79.15666667,17.62,1.28,23.89,36.97142857,25.315,41.2,22.39,39.75142857,21.3,751.3,52.0,1.0,40.0,11.0
5/7/16 21:10,0,25.06666667,38.86333333,24.6,37.0,25.39,37.36333333,24.5,37.26,23.1,78.69666667,17.21,2.964285714,23.79,36.656,25.27714286,41.32857143,22.39,39.79,20.7,751.35,53.66666667,1.0,40.0,10.9
5/7/16 21:20,0,25.0,38.79,24.56666667,36.9,25.29,37.5,24.5,37.29,22.96333333,75.95666667,16.772000000000002,4.098,23.79,36.53857143,25.218000000000004,41.593999999999994,22.39,39.79,20.1,751.4,55.33333333,1.0,40.0,10.8
5/7/16 21:30,0,25.0,38.7,24.5,36.9,25.29,37.5,24.42666667,37.23,22.89,73.56333333,16.29571429,5.25,23.79,36.48,25.26428571,41.86857143,22.39,39.79,19.6,751.45,57.0,1.0,40.0,10.7
5/7/16 21:40,0,25.0,38.7,24.39,36.82666667,25.39,37.5,24.46333333,37.26,22.79,70.65666667,15.755999999999998,6.79,23.72571429,36.42857143,25.254,42.09,22.39,39.79,19.0,751.5,58.66666667,1.0,40.0,10.6
5/7/16 21:50,0,24.89,38.62666667,24.32333333,36.96666667,25.32333333,37.5,24.39,37.26,22.79,68.65666667,15.48,8.17,23.7,36.4,25.22571429,42.23571429,22.39,39.79,18.4,751.55,60.33333333,1.0,40.0,10.5
5/7/16 22:00,10,24.89,38.62666667,24.29,37.03,25.39,37.59,24.42666667,37.36,22.73,65.13,15.216,9.66,23.7,36.48571429,25.18,42.254,22.39,39.88428571,17.8,751.6,62.0,1.0,40.0,10.4
5/7/16 22:10,0,24.89,38.65666667,24.23,37.09,25.39,37.59,24.42666667,37.43333333,22.79,61.66333333,15.02857143,11.09571429,23.7,36.5,25.1,42.32142857,22.39,39.96,17.4,751.6166667,63.66666667,1.0,40.0,10.4
5/7/16 22:20,0,24.89,38.79,24.1,37.32666667,25.39,37.59,24.39,37.5,22.79,59.82333333,15.0,12.69,23.7,36.59571429,25.1,42.536,22.39,40.02571429,17.1,751.6333333,65.33333333,1.0,40.0,10.5
5/7/16 22:30,0,24.89,38.79,24.03333333,37.46666667,25.39,37.59,24.39,37.5,22.7225,58.8175,15.0,12.54,23.7,36.94,25.1,42.78142857,22.39,40.2,16.7,751.65,67.0,1.0,40.0,10.5
5/7/16 22:40,0,24.89,38.86333333,23.96333333,37.62666667,25.39,37.59,24.39,37.5,22.7,58.13333333,15.0,12.515999999999998,23.7,37.11428571,25.1,43.11600000000001,22.39,40.34,16.3,751.6666667000001,68.66666667,1.0,40.0,10.5
5/7/16 22:50,0,24.85666667,38.79,23.89,37.76,25.39,37.66333333,24.39,37.43333333,22.66666667,57.53333333,14.84625,12.68375,23.718000000000004,37.254,25.1,43.49714286,22.39,40.42,16.0,751.6833333,70.33333333,1.0,40.0,10.6
5/7/16 23:00,0,24.79,38.79,23.79,37.79,25.39,37.9,24.39,37.46666667,22.6,56.92666667,14.39571429,12.94285714,23.72571429,37.32142857,25.1,43.78,22.39,40.56428571,15.6,751.7,72.0,1.0,40.0,10.6
5/7/16 23:10,0,24.79,38.79,23.7,37.93333333,25.46333333,37.96666667,24.39,37.4,22.6,56.4,14.255999999999998,13.934000000000001,23.7,37.4625,25.1,44.03714286,22.39,40.79,15.3,751.7,73.5,1.0,40.0,10.6
