lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,T5,RH_5,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Tdewpoint,hour,weekday
-0.337004096417083,-0.8940169771261821,-1.0598595929532435,-1.0779669551556628,-0.4199494867703452,-0.8484492074025745,-0.46422794537038986,-0.850894244207118,-1.3326261274920626,-0.3238437775938249,-0.14125134241438572,-1.5258702410830942,-0.940596949448306,-1.182317618893976,-0.4624419500805347,-2.0270573327390893,0.011886373563850585,-0.61119584563895,-0.4708964758358082,-0.40460917391797135,-0.82720538377239,-1.0354439421000716,-0.7996346055802699,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-1.0598595929532435,-1.0632166407616155,-0.4199494867703452,-0.7865357929366267,-0.44643214957921223,-0.850894244207118,-1.3326261274920626,-0.33066396679287796,-0.14486588518595708,-1.47117340417181,-0.940596949448306,-1.182317618893976,-0.4624419500805347,-2.0270573327390893,0.028471846352377386,-0.567730616029604,-0.46728715584856556,-0.4139349705371883,-0.9228646357472093,-0.9863964590094221,-0.7996346055802699,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-1.0598595929532435,-1.0263408573578008,-0.4199494867703452,-0.7865357929366267,-0.44643214957921223,-0.850894244207118,-1.3326261274920626,-0.3382419551707246,-0.1593240572580269,-1.5258702410830942,-0.940596949448306,-1.182317618893976,-0.4414468161622173,-1.9198514758121477,0.04354955032663849,-0.5025327716155854,-0.46367783586134764,-0.42326076715640526,-1.0185238877220288,-0.9373489759187725,-0.7996346055802699,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-1.0473121068535924,-1.0189657027420822,-0.42680735416718635,-0.7865357929366267,-0.44643214957921223,-0.9390612760461104,-1.3326261274920626,-0.3465777415906672,-0.17903974599912909,-1.5258702410830942,-0.9345645060306423,-1.182317618893976,-0.4414468161622173,-2.0270573327390893,0.028471846352377386,-0.4590675420062394,-0.46006853753002347,-0.4325865632160748,-1.1141831391228927,-0.8911866388922788,-0.7996346055802699,-1.5943230628414475
-0.337004096417083,-0.9384865971676073,-1.0473121068535924,-0.9850399791195126,-0.42955050077032886,-0.7865357929366267,-0.44643214957921223,-0.9831447979769938,-1.3326261274920626,-0.34998783619019375,-0.19596237867094446,-1.5258702410830942,-0.9194833985421602,-1.182317618893976,-0.43572087054813186,-1.9734544123160551,0.05787336763210948,-0.4156023123968937,-0.4564592175427809,-0.4419123598352918,-1.209842391097712,-0.8421391558016292,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-1.027425825122384,-1.0598595929532435,-0.9894650739539878,-0.43595117677031797,-0.7586747578200008,-0.44643214957921223,-0.9831447979769938,-1.3326261274920626,-0.35680802538924683,-0.1923478358993731,-1.5258702410830942,-0.9194833985421602,-1.182317618893976,-0.41027222401062874,-1.8662485553891135,0.07144330053044762,-0.3286718531782019,-0.4492405992242142,-0.5258445277296022,-1.1141831391228927,-0.82771342548085,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-1.027425825122384,-1.0535858499034187,-0.9747147595599406,-0.43595117677031797,-0.7029526875867526,-0.44643214957921223,-0.9831447979769938,-1.3326261274920626,-0.360597019009821,-0.15981694947655437,-1.5258702410830942,-0.9080820810528412,-1.182317618893976,-0.3714630357982775,-1.8662485553891135,0.09632151084406645,-0.22000877915483733,-0.4420219592497537,-0.6097766956239127,-1.0185238877220288,-0.8132876951600707,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-1.027425825122384,-1.0148977677628248,-0.9415265560452911,-0.4435710286432673,-0.7308137227033751,-0.45533004747480105,-0.9831447979769938,-1.3326261274920626,-0.3681750073876684,-0.11677102872988636,-1.5258702410830942,-0.9004812027266285,-1.182317618893976,-0.3460143892607743,-1.8662485553891135,0.10989144374240298,-0.13307831993614558,-0.43480334093118694,-0.6937088635182231,-0.9228646357472093,-0.7988619648392915,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-1.027425825122384,-0.8793152103275579,-0.8515496397903842,-0.40191583638945183,-0.7865357929366267,-0.4948762593554277,-0.9831447979769938,-1.3326261274920626,-0.37234290116598845,-0.24985192773232656,-1.5258702410830942,-0.8772562967298686,-1.182317618893976,-0.30784141850019797,-1.8662485553891135,0.07144330053044762,-0.04614786071745381,-0.42758472261262026,-0.7776410314125336,-0.82720538377239,-0.7844362345185123,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-1.027425825122384,-0.787997394127453,-0.5513807576174781,-0.418882707437015,-0.7029526875867526,-0.5423317147985652,-0.917019521092056,-1.3326261274920626,-0.38749887678498496,-0.4995839852839193,-1.5258702410830942,-0.8630800548039272,-1.182317618893976,-0.30784141850019797,-1.8662485553891135,0.07144330053044762,0.0625152133059108,-0.4203660826381597,-0.8615731993068441,-0.7315461323715261,-0.7700105041977328,-0.6538212007814536,-1.5943230628414475
-0.337004096417083,-0.9384865971676073,-0.7601140923808648,-0.06019531359248476,-0.5837763127065414,-0.6410392731208048,-0.5621048222218626,-0.850894244207118,-1.3326261274920626,-0.4068227461823007,-0.6916476531199203,-1.5258702410830942,-0.8308064847363488,-1.182317618893976,-0.3014792573429837,-1.8072853316671658,0.04354955032663849,0.14944567252460217,-0.413147464319593,-0.9455053672011545,-0.6358868803967066,-0.7555847738769536,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-0.7120153956655317,0.30354742191510375,-0.7346493901031306,-0.5079254417703787,-0.5947304478390203,-0.850894244207118,-1.2776266119359179,-0.4212209237592004,-0.8661314984786752,-1.5258702410830942,-0.8084864443021281,-1.182317618893976,-0.2773030418917355,-1.6893589003041436,-0.0016835593344875506,0.21464351693862108,-0.40953814433237506,-0.9361795705819376,-0.5402276284218873,-0.6632600998239664,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-0.727351211312469,0.6463447112929033,-0.8575830082616195,-0.4460120273044309,-0.6125262436301979,-0.850894244207118,-1.3326261274920626,-0.4409236921775654,-1.004305617056137,-1.5258702410830942,-0.7716885421991411,-1.182317618893976,-0.2645787176686609,-1.6893589003041436,-0.08574175554196323,0.27984136135264,-0.4059288460010509,-0.926853774522268,-0.44456837702102325,-0.5738205718351347,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.8940169771261821,-0.7336249543622951,1.0159875715255904,-1.0333476034359432,-0.3840986221254956,-0.6214241415257846,-0.7306664680526831,-1.2776266119359179,-0.44774388137661764,-1.0601667351394972,-1.5258702410830942,-0.7608301448918887,-1.182317618893976,-0.2505819623593314,-1.6893589003041436,-0.15246059229212358,0.3450392057666589,-0.4023195260138083,-0.9175279779030511,-0.34890912504620386,-0.4814958977821472,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.8131631258130638,-0.7461724404619461,1.3469846114531945,-1.1783787945151365,-0.32218520765954783,-0.6431745576152357,-0.7306664680526831,-1.2501268582828107,-0.4602475615748811,-1.077746557616743,-1.5258702410830942,-0.7480413651842592,-1.0796309149319205,-0.2264057469080832,-1.6893589003041436,-0.21427917474177643,0.4319696649853503,-0.39871020602656576,-0.9082021812838341,-0.2532498730713845,-0.3891712237291599,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.7727362062205416,-0.7461724404619461,1.6458259646594973,-1.390007493879766,-0.32218520765954783,-0.6629476650385311,-0.7306664680526831,-1.2501268582828107,-0.4602475615748811,-1.077746557616743,-1.5258702410830942,-0.7143803328983689,-1.0796309149319205,-0.19968466737567905,-1.5285501229541678,-0.18487765346204596,0.4971675093993692,-0.3951009076952416,-0.8988763852241646,-0.1575906216705205,-0.2997316957403285,-0.5080077959826373,-1.5943230628414475
-0.337004096417083,-0.7727362062205416,-0.7461724404619461,1.826369806027994,-1.4374537741970899,-0.32218520765954783,-0.6807434608297087,-0.7306664680526831,-1.2501268582828107,-0.46536270347417097,-1.077746557616743,-1.5258702410830942,-0.7083478894807053,-1.0796309149319205,-0.1933225062184661,-1.5285501229541678,-0.0024374460032760684,0.5623653538133881,-0.39149158770802367,-0.8895505886049476,-0.06193136969570112,-0.20740702168734101,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.6514554353149056,-0.6430042221174467,1.9628102051383658,-1.5706487943238951,-0.3531419102490138,-0.701505222586082,-0.7306664680526831,-1.2501268582828107,-0.47047784537346077,-1.077746557616743,-1.5258702410830942,-0.7002040909724275,-1.0796309149319205,-0.18187061499029253,-1.5285501229541678,0.07144330053044762,0.6492958130320795,-0.38427296938945693,-0.9548311638203716,-0.06193136969570112,-0.19298129136656153,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.6514554353149056,-0.66949335804477,1.9628102051383658,-1.6289660645460164,-0.4769687391809094,-0.7430287460988283,-0.7306664680526831,-1.2501268582828107,-0.47047784537346077,-1.077746557616743,-1.5258702410830942,-0.7083478894807053,-1.0796309149319205,-0.1551495354578884,-1.5285501229541678,0.05787336763210948,0.7144936574460984,-0.37705432941499645,-1.0201117384762481,-0.06193136969570112,-0.17855556104578255,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.6150712040432126,-0.7538403493310386,2.0402493518351568,-1.6431897889904357,-0.5079254417703787,-0.7697224397855927,-0.7306664680526831,-0.7056316815017364,1.609679860337654,-1.077746557616743,-1.4894056784153524,-0.7083478894807053,-1.0796309149319205,-0.21940737020774276,-1.4749472025311392,-0.011484067935500957,0.8014241166647897,-0.3698357110964297,-1.0853923136916719,-0.06193136969570112,-0.16412983072500306,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.5423027414998309,-0.7691761649779745,2.2246282740168355,-1.7125304456569816,-0.5079254417703787,-0.7519266439944171,-0.7306664680526831,0.39435857187167195,3.7239385120440343,-1.077746557616743,-1.3982442930169883,-0.7167933098431633,-1.0796309149319205,-0.30975006703822644,-1.3677413456041976,-0.05520940652070403,0.8883545758834819,-0.36261709277786297,-1.1506728889070958,-0.06193136969570112,-0.14970410040422358,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.5423027414998309,-0.7196833024433764,2.3696238557855125,-1.7914721163235106,-0.4150553247149616,-0.7430287460988283,-0.7306664680526831,-0.018137774174596395,3.6250457686577677,-1.077746557616743,-1.3982442930169883,-0.7299892791595042,-1.0796309149319205,-0.41027222401062874,-1.3677413456041976,-0.11627410456322403,0.9535524202975001,-0.3553984528034025,-1.2159534635629725,-0.06193136969570112,-0.1352783700834446,-0.362194391183821,-1.5943230628414475
-0.337004096417083,-0.46144889018671276,-0.7043474867964407,2.464320868722931,-1.9070906756883081,-0.4769687391809094,-0.7430287460988283,-0.6344842471291385,-0.29313533545546805,3.6477797326546106,-1.077746557616743,-1.3982442930169883,-0.7961199377239758,-1.0796309149319205,-0.5006149208411124,-1.3677413456041976,-0.1534298722441536,1.0404828795161922,-0.34817983448483575,-1.2812340387783965,-0.06193136969570112,-0.12085263976266511,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.37655235055276537,-0.6346392313843455,2.5017866661480377,-2.0798581294341187,-0.5079254417703787,-0.7860352525941715,-0.6104386918982524,-0.45263391984338114,3.663314608431352,-1.077746557616743,-1.3982442930169883,-0.8574095588780916,-1.0796309149319205,-0.5941386992045269,-1.3677413456041976,-0.23071387200587135,1.1274133387348837,-0.34817983448483575,-1.3931435959708103,0.03372788227911823,-0.20740702168734101,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.2876131225979887,-0.39763115921897796,2.56536051948272,-2.1610857553069396,-0.5079254417703787,-0.8290417590895167,-0.6104386918982524,-0.507633435399526,3.601932905639876,-1.077746557616743,-1.3982442930169883,-0.9200866422505207,-1.0111731088676612,-0.6081354545138551,-1.3677413456041976,-0.29236013892427004,1.2143437979535758,-0.34817983448483575,-1.5050531531632243,0.12938713367998228,-0.2939614036120164,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.2876131225979887,-0.8730414672777317,2.5874859884924875,-2.23240757410052,-0.5079254417703787,-0.8705652826022632,-0.6104386918982524,-0.5901327046087808,3.309801468280447,-1.077746557616743,-1.3982442930169883,-0.9921140136593009,-0.9461381997812516,-0.6393100485740923,-1.3677413456041976,-0.35284326809090977,1.301274257172267,-0.34817983448483575,-1.6169627103556383,0.22504638565480162,-0.3805157855366923,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.20675927128487054,-1.0528887680394088,2.5874859884924875,-2.2626837867987994,-0.5079254417703787,-0.8804518348309277,-0.6104386918982524,-0.6506321659455916,2.90892590275722,-1.077746557616743,-1.3779862120997952,-1.0289722413999371,-0.8160683713397612,-0.6647586951115942,-1.3677413456041976,-0.4018888820630003,1.3882047163909585,-0.34817983448483575,-1.7288722675480521,0.320705637629621,-0.4670701674613679,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.16633235169234833,-1.3003530765299058,2.5874859884924875,-2.2576546849893644,-0.5079254417703787,-0.8389283113181814,-0.6104386918982524,-0.6808819007389594,2.4686448003972634,-1.077746557616743,-1.256437684054646,-1.0461647039790334,-0.7441876785663232,-0.716292205638374,-1.2809046058352087,-0.44195249412332643,1.4751351756096507,-0.34817983448483575,-1.8407818247404661,0.416364889030485,-0.5536245493860436,-0.21638098638500472,-1.5943230628414475
-0.337004096417083,-0.008667349515019261,-1.5568794597087605,2.5874859884924875,-2.29036925121153,-0.5079254417703787,-0.8389283113181814,-0.6104386918982524,-0.7358814162951042,2.0442774716983987,-1.077746557616743,-1.256437684054646,-1.052800391105056,-0.6004262930194472,-0.7417408521758758,-1.3470659359680213,-0.49914006783441983,1.562065634828342,-0.34817983448483575,-1.9526913819328802,0.5120241410053044,-0.6401789313107195,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.06410111302836238,-1.6962959705329492,2.5771607689329135,-2.336240762544783,-0.5079254417703787,-0.8804518348309277,-0.6104386918982524,-0.7633811699482143,1.7116037993023987,-1.077746557616743,-1.256437684054646,-1.1116167117880833,-0.531968497223859,-0.8422630091482781,-1.2230134459892217,-0.4939705702336199,1.6055308644376878,-0.3517891544720783,-1.9899945678502005,0.5120241410053044,-0.6632600998239664,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.10452803262088459,-1.7715808871308605,2.4952965274016474,-2.356153976766971,-0.6100825705313355,-0.9111001517819317,-0.5022336933592627,-0.7633811699482143,1.5752000153213426,-1.077746557616743,-1.256437684054646,-1.1399691935286125,-0.40189866878236497,-0.894432735218184,-1.2643642813424478,-0.5149716562158138,1.6272634792423608,-0.3553984528034025,-2.0272977532079737,0.5120241410053044,-0.689226414401369,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.2743211118887794,-1.8273474927152846,2.4584207439978343,-2.3810454945447055,-0.6100825705313355,-0.968442159453736,-0.5022336933592627,-0.8376305122365424,1.3967383979461265,-1.077746557616743,-1.256437684054646,-1.1694678412709223,-0.3368637596959554,-0.937695436049721,-1.2809046058352087,-0.5699621944643118,1.6707287088517067,-0.3590077727906204,-2.064600939125294,0.5120241410053044,-0.7123075829146159,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.35921765152272683,-1.8343183176291193,2.4008945214748754,-2.4054290226717003,-0.6100825705313355,-0.9773400573493248,-0.5022336933592627,-0.8376305122365424,1.2300226615903798,-1.077746557616743,-1.256437684054646,-1.2105487791927882,-0.26840595363169595,-1.0013170533478006,-1.2643642813424478,-0.6316084613827105,1.7141939384610523,-0.36261709277786297,-2.1019041250426147,0.5120241410053044,-0.7353887514278628,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.5209253541489632,-1.9040265751324623,2.3809815973010413,-2.438651578544605,-0.6100825705313355,-0.9971131647726201,-0.5022336933592627,-0.8376305122365424,0.9875270460029563,-1.077746557616743,-1.1004504141960727,-1.2665901754391917,-0.26840595363169595,-1.065574888097655,-1.2809046058352087,-0.6599760826899506,1.7359265532657255,-0.36622639110918714,-2.1392073104003875,0.5120241410053044,-0.7613550660052654,-0.07056758158618842,-1.5943230628414475
-0.337004096417083,0.6705049675565558,-2.0852680396221577,2.3662312829069942,-2.4552120582271693,-0.6100825705313355,-1.0069997170012868,-0.5022336933592627,-0.8376305122365424,0.7980773456503664,-1.077746557616743,-1.1004504141960727,-1.3209424876131044,-0.26840595363169595,-1.1037478588582328,-1.2953773957967067,-0.711089496607022,1.7793917828750712,-0.3698357110964297,-2.176510496317708,0.5120241410053044,-0.7844362345185123,0.07524582321262788,-1.5943230628414475
-0.337004096417083,0.7513588188696739,-2.0155597842100628,2.297089188379518,-2.4972799927389473,-0.6100825705313355,-1.0069997170012868,-0.5022336933592627,-0.8376305122365424,0.6241625210745197,-1.077746557616743,-1.1004504141960727,-1.3506221080456515,-0.15545057927343728,-1.1094738044723182,-1.305715100614795,-0.7938014695280751,1.8011243976797444,-0.37705432941499645,-2.232465274913915,0.607683392980124,-0.8998420770847464,0.07524582321262788,-1.5943230628414475
-0.337004096417083,0.7917857384621961,-2.043443085956651,2.200290255008528,-2.629960672322049,-0.6100825705313355,-1.0069997170012868,-0.422081838582048,-0.8376305122365424,0.4840644679439759,-1.077746557616743,-1.0396761572638316,-1.3824734070951066,-0.15545057927343728,-1.1476467752328958,-1.3677413456041976,-0.8413608524310633,1.84458962728909,-0.38427296938945693,-2.288420053510122,0.7033426443809875,-1.0152479196509807,0.07524582321262788,-1.5943230628414475
-0.337004096417083,0.7917857384621961,-2.1549762971255007,2.142764032485569,-2.677203757845857,-0.6100825705313355,-1.0287501330907358,-0.3379223952739444,-0.8376305122365424,0.35173385213345404,-1.077746557616743,-0.9586438052337305,-1.4135404897459647,-0.26840595363169595,-1.2449878506723673,-1.2643642813424478,-0.8700515670556482,1.8663222420937633,-0.39149158770802367,-2.344374832106329,0.7990018963558071,-1.1306537622172148,0.07524582321262788,-1.5943230628414475
-0.337004096417083,0.7917857384621961,-2.225381634401604,2.0918754496330187,-2.69574539787749,-0.5760301911820135,-1.0178749265289935,-0.3379223952739444,-0.9201297814457943,0.2221502573514501,-1.077746557616743,-0.9383857243165374,-1.4382735071249797,-0.26840595363169595,-1.3200613591986206,-1.3387957656811955,-0.9132814967922538,1.8880548568984359,-0.39871020602656576,-2.400329610702536,0.8946611483306267,-1.2460596047834491,0.07524582321262788,-1.5943230628414475
-0.337004096417083,0.8807249664169727,-2.210045818754667,2.03434922711006,-2.6906654960362024,-0.5079254417703787,-1.0396253426184445,-0.29383888536583536,-0.9201297814457943,0.13121440136407928,-1.077746557616743,-0.8168371962713933,-1.4612571147938533,-0.26840595363169595,-1.3766845997963595,-1.3263905102509714,-0.9537328199287297,1.9315200865077815,-0.4059288460010509,-2.4562843892987427,0.9903203997314903,-1.3614654473496837,0.07524582321262788,-1.5943230628414475
1.3629433132779474,0.9656215060509201,-2.168220865089162,1.9968834296849536,-2.651296258988679,-0.5079254417703787,-1.0663190363052089,-0.24975536343495194,-0.9201297814457943,0.05505562197465575,-1.077746557616743,-0.7803726336036514,-1.4795957412633751,-0.26840595363169595,-1.4288543258662656,-1.309850185758205,-0.9802264990907193,1.9532527013124548,-0.413147464319593,-2.51223916789495,1.0859796517063098,-1.4768712899159178,0.22105922801144418,-1.5943230628414475
-0.337004096417083,1.0464753573640384,-2.126395911423655,1.9554350505226472,-2.6162449375283687,-0.5079254417703787,-1.0663190363052089,-0.21068133618476254,-0.8651302658896495,0.0020097067398212234,-1.077746557616743,-0.6892112482052873,-1.473925245337541,-0.26840595363169595,-1.4670272966268418,-1.3263905102509714,-1.0089818337357648,1.974985316117128,-0.41675678430683555,-2.521564964514167,1.1816389036811294,-1.4624455595951384,0.22105922801144418,-1.5943230628414475
1.3629433132779474,1.0464753573640384,-2.11942508650982,1.9018914097368884,-2.5961793267665523,-0.5079254417703787,-1.0396253426184445,-0.17160730893456883,-0.8926300277926872,-0.0737701736285539,-1.077746557616743,-0.5453788325692945,-1.391823695131459,-0.26840595363169595,-1.498201890687079,-1.2230134459892217,-1.0091756892738395,1.9967179309218004,-0.4203660826381597,-2.530890760573836,1.277298155081993,-1.4480198292743591,0.22105922801144418,-1.5943230628414475
-0.337004096417083,1.0464753573640384,-2.147308388256408,1.8647206193224286,-2.560366020830134,-0.5079254417703787,-1.0462987660401362,-0.1325332816843794,-0.8376305122365424,-0.1260582908212924,-1.077746557616743,-0.42261482335608436,-1.3730024720061653,-0.26840595363169595,-1.523650537224581,-1.2230134459892217,-0.9892731210229442,2.0184505457264734,-0.4239754026254023,-2.5402165571930535,1.3729574070568127,-1.43359409895358,0.22105922801144418,-1.5943230628414475
-0.337004096417083,1.1677561282696745,-2.1054834345909015,1.8647206193224286,-2.431539716322395,-0.5079254417703787,-1.0663190363052089,-0.09345925443418998,-0.8376305122365424,-0.18327209983444778,-1.077746557616743,-0.5474046392429451,-1.4111275128011702,-0.26840595363169595,-1.5427370226048698,-1.2230134459892217,-1.0345062306840687,2.0184505457264734,-0.42758472261262026,-2.5495423538122703,1.4686166590316323,-1.4191683686328005,0.22105922801144418,-1.5943230628414475
-0.337004096417083,1.2405245908130604,-2.1054834345909015,1.8647206193224286,-2.3668217701002856,-0.4150553247149616,-1.0663190363052089,-0.05438522718399628,-0.8376305122365424,-0.2128262530303432,-1.077746557616743,-0.5474046392429451,-1.4566121335945015,-0.26840595363169595,-1.5809099933654476,-1.2230134459892217,-1.0603537209497176,2.040183160531146,-0.431194020943969,-2.5588681498719397,1.5642759104324957,-1.4047426383120212,0.22105922801144418,-1.5943230628414475
-0.337004096417083,1.276908822084749,-2.078994296572332,1.8543953997628566,-2.318461106989259,-0.4769687391809094,-1.0663190363052089,-0.015311199933806852,-0.8376305122365424,-0.2510950928039279,-1.077746557616743,-0.5474046392429451,-1.5115676894767733,-0.26840595363169595,-1.6197191796691515,-1.2230134459892217,-1.0933092732435328,2.0619157753358195,-0.43480334093118694,-2.568193946491157,1.6599351624073153,-1.390316907991242,0.36687263281026045,-1.5943230628414475
-0.337004096417083,1.3678694002639773,-2.0636584809253957,1.8352199905343343,-2.2626837867987994,-0.4150553247149616,-1.0663190363052089,0.023762827316382573,-0.8376305122365424,-0.2821648432207136,-1.077746557616743,-0.5474046392429451,-1.5490894865634186,-0.26840595363169595,-1.6438953951203996,-1.2230134459892217,-1.1259417299583492,2.0836483901404925,-0.43480334093118694,-2.5961713357892604,1.4686166590316323,-1.4624455595951384,0.36687263281026045,-1.5943230628414475
-0.337004096417083,1.487128820945166,-2.189133341921915,1.8130945215245686,-2.3445972006558797,-0.4150553247149616,-1.0663190363052089,0.06283685456657627,-0.8376305122365424,-0.3113400973955614,-1.077746557616743,-0.5474046392429451,-1.586407687790031,-0.26840595363169595,-1.6801597173429474,-1.2230134459892217,-1.172467215150501,2.105381004945165,-0.43480334093118694,-2.624148725087364,1.277298155081993,-1.5345742111990348,0.36687263281026045,-1.5943230628414475
